"route_id","service_id","trip_id","trip_headsign","direction_id","shape_id"
"273N-10","USD","273N-10-1","Cid. Kemel Ii","1","62619"
"273N-41","U__","273N-41-0","Metrô Vl. Matilde","0","54255"
"273R-10","USD","273R-10-0","Metrô Artur Alvim","0","45866"
"273R-10","USD","273R-10-1","Jd. Robru","1","45867"
"273R-42","U__","273R-42-0","Metrô Itaquera","0","61975"
"273V-10","US_","273V-10-0","Metrô Penha","0","60832"
"273V-10","US_","273V-10-1","Parada Xv De Novembro","1","60833"
"273X-10","USD","273X-10-0","Metrô Artur Alvim","0","52642"
"273X-10","USD","273X-10-1","Jd. Das Oliveiras","1","58619"
"2740-10","USD","2740-10-0","Metrô Santana","0","62234"
"274P-10","US_","274P-10-0","Metrô Vl. Mariana","0","63405"
"274P-10","US_","274P-10-1","Penha","1","63406"
"2755-10","USD","2755-10-0","Metrô Penha","0","63307"
"2755-10","USD","2755-10-1","Guaianazes","1","63308"
"2756-10","USD","2756-10-0","Metrô Patriarca","0","63049"
"2756-10","USD","2756-10-1","Guaianazes","1","63050"
"2762-10","USD","2762-10-0","Metrô Tatuapé","0","52619"
"2762-10","USD","2762-10-1","Ermelino Matarazzo","1","52620"
"2765-10","USD","2765-10-0","Metrô Tatuapé","0","52617"
"2765-10","USD","2765-10-1","Vl. Cisper","1","52618"
"2766-10","USD","2766-10-0","Metrô Itaquera","0","62834"
"2766-10","USD","2766-10-1","Jd. Camargo Velho","1","62010"
"2766-41","U__","2766-41-0","Metrô Itaquera","0","62836"
"2767-10","USD","2767-10-0","Metrô Tatuapé","0","58715"
"2767-10","USD","2767-10-1","Cid. Pedro José Nunes","1","56895"
"2769-10","USD","2769-10-0","Metrô Tatuapé","0","64039"
"2769-10","USD","2769-10-1","Jd. Romano","1","64040"
"2770-10","US_","2770-10-0","Metrô Vl. Matilde","0","54264"
"2770-10","US_","2770-10-1","Cptm José Bonifácio","1","54265"
"2772-10","USD","2772-10-0","Metrô Penha","0","64041"
"2772-10","USD","2772-10-1","Jd. Nazaré","1","64042"
"2780-10","USD","2780-10-0","Metrô Itaquera","0","62835"
"2780-10","USD","2780-10-1","Jd. Camargo Novo","1","62013"
"278A-10","USD","278A-10-0","Penha  ","0","64646"
"278A-10","USD","278A-10-1","Metrô Santana","1","63759"
"297A-10","USD","297A-10-0","Metrô Barra Funda","0","63354"
"297A-10","USD","297A-10-1","Limão","1","60409"
"3001-10","USD","3001-10-0","Term. São Miguel","0","65013"
"3001-10","USD","3001-10-1","Itaim Paulista","1","65014"
"3002-10","USD","3002-10-0","São Miguel","0","59110"
"3002-10","USD","3002-10-1","Jd. Mabel","1","64831"
"3003-10","USD","3003-10-0","Cptm Vl. Mara/itaim","0","63786"
"3004-10","USD","3004-10-0","Cptm Vl. Mara/itaim","0","63785"
"3006-10","USD","3006-10-0","Cptm Guaianazes","0","62546"
"3006-10","USD","3006-10-1","Jd. Fanganielo","1","62547"
"3008-10","USD","3008-10-0","Cptm Itaim Paulista","0","64569"
"3008-10","USD","3008-10-1","Jd. Miriam","1","64570"
"3013-10","USD","3013-10-0","Metalúrgicos","0","59817"
"3015-10","U__","3015-10-0","Jd. Mabel","0","62598"
"3019-10","USD","3019-10-0","Vl. Paulista I","0","62870"
"3020-10","USD","3020-10-0","Shop. Aricanduva","0","64162"
"3020-10","USD","3020-10-1","Cohab José Bonifácio ","1","64163"
"3021-10","USD","3021-10-0","Vl. Prudente","0","64613"
"3021-10","USD","3021-10-1","Pq. Bancário","1","64614"
"3023-10","USD","3023-10-0","Pq. São Rafael","0","55830"
"3023-10","USD","3023-10-1","Shop. Aricanduva","1","64588"
"3024-10","USD","3024-10-0","Vl. Prudente","0","64615"
"3024-10","USD","3024-10-1","Vl. Industrial","1","64399"
"3025-10","USD","3025-10-0","Cptm Guaianazes","0","59684"
"3025-10","USD","3025-10-1","Jd. Wilma Flor","1","59685"
"3026-10","USD","3026-10-0","Cptm Guaianazes","0","63331"
"3026-10","USD","3026-10-1","Vl. Iolanda Ii","1","63332"
"3027-10","USD","3027-10-0","Shop. Aricanduva","0","63366"
"3027-10","USD","3027-10-1","Vl. Minerva","1","63367"
"3029-10","USD","3029-10-0","Metrô Tatuapé","0","63347"
"3029-10","USD","3029-10-1","Jd. Das Rosas","1","63348"
"3031-10","USD","3031-10-0","Metrô Itaquera","0","63876"
"3031-10","USD","3031-10-1","Jd. Alto Paulistano","1","62798"
"3032-10","USD","3032-10-0","Circular","0","63531"
"3033-10","USD","3033-10-0","São Mateus","0","63336"
"3033-10","USD","3033-10-1","Guaianazes","1","63337"
"3046-10","USD","3046-10-0","Metrô Tatuapé","0","64726"
"3046-10","USD","3046-10-1","Vl. Guarani","1","64727"
"3051-10","USD","3051-10-0","Term. A. E. Carvalho","0","59159"
"3051-10","USD","3051-10-1","Ermelino Matarazzo","1","59160"
"3053-10","USD","3053-10-0","Metrô Belém","0","60038"
"3053-10","USD","3053-10-1","Jd. Itápolis","1","60039"
"3054-10","USD","3054-10-0","Hosp. Sapopemba","0","52659"
"3054-10","USD","3054-10-1","Jd. Palanque","1","59948"
"3063-10","USD","3063-10-0","Term. São Mateus","0","58475"
"3063-10","USD","3063-10-1","Guaianazes","1","58476"
"3063-41","U__","3063-41-0","Term. São Mateus","0","64856"
"3063-41","U__","3063-41-1","Guaianazes","1","58480"
"3064-10","USD","3064-10-0","Cptm Guaianazes","0","56747"
"3064-10","USD","3064-10-1","Cid. Tiradentes","1","58093"
"3064-41","U__","3064-41-0","Sta. Etelvina Ii B6","0","52683"
"3069-10","USD","3069-10-0","Term. São Mateus","0","63742"
"3069-10","USD","3069-10-1","Jd. Recanto Verde Sol","1","63743"
"307C-10","USD","307C-10-0","Metrô Artur Alvim","0","54267"
"307C-10","USD","307C-10-1","Conj. Encosta Norte","1","54271"
"3098-10","USD","3098-10-0","Shop. Aricanduva","0","59711"
"3098-10","USD","3098-10-1","Jd. São Francisco","1","59712"
"3099-10","USD","3099-10-0","Jd. Da Conquista","0","63233"
"3099-10","USD","3099-10-1","Hosp. São Mateus","1","63234"
"3112-10","USD","3112-10-0","Metrô Belém","0","63235"
"3112-10","USD","3112-10-1","Vl. Industrial","1","63236"
"311C-10","USD","311C-10-0","Bom Retiro","0","64320"
"311C-10","USD","311C-10-1","Pq. São Lucas","1","65053"
"312N-10","USD","312N-10-0","São Miguel Paulista","0","58650"
"312N-10","USD","312N-10-1","Term. Cid. Tiradentes","1","58651"
"3134-10","USD","3134-10-0","Metrô Tamanduateí","0","63974"
"3134-10","USD","3134-10-1","Shop. Aricanduva","1","64590"
"3139-10","USD","3139-10-0","Pça. João Mendes","0","64564"
"3139-10","USD","3139-10-1","Jd. Vl. Formosa","1","64565"
"3141-10","USD","3141-10-0","Term. Pq. D. Pedro Ii","0","60507"
"3141-10","USD","3141-10-1","São Mateus","1","60508"
"314J-10","USD","314J-10-0","Pça. Almeida Jr.","0","57190"
"314J-10","USD","314J-10-1","Pq. Sta. Madalena","1","57191"
"314V-10","USD","314V-10-0","Pça. Almeida Jr.","0","57153"
"314V-10","USD","314V-10-1","Vl. Ema","1","63592"
"3160-10","USD","3160-10-0","Term. Pq. D. Pedro Ii","0","61707"
"3160-10","USD","3160-10-1","Term. Vl. Prudente","1","59645"
"3161-10","US_","3161-10-0","Term. Pq. D. Pedro Ii","0","64236"
"3161-10","US_","3161-10-1","Jd. Colorado","1","64237"
"3206-10","US_","3206-10-0","Conj. Chaparral","0","53387"
"3301-10","USD","3301-10-0","Term. Pq. D. Pedro Ii","0","65009"
"3301-10","USD","3301-10-1","Term. São Miguel","1","65010"
"3390-10","USD","3390-10-0","Term. Pq. D. Pedro Ii","0","60509"
"3390-10","USD","3390-10-1","São Mateus","1","60510"
"3414-10","US_","3414-10-0","Term. Pq. D. Pedro Ii","0","63856"
"3414-10","US_","3414-10-1","Vl. Dalila","1","63857"
"342C-10","USD","342C-10-0","Penha","0","61174"
"342C-10","USD","342C-10-1","Jd. Marília","1","61175"
"342M-10","USD","342M-10-0","Term. Penha","0","64985"
"342M-10","USD","342M-10-1","Term. São Mateus","1","64986"
"342N-10","USD","342N-10-0","E.t. Itaquera","0","61224"
"3459-10","USD","3459-10-0","Term. Pq. D. Pedro Ii","0","56954"
"3459-10","USD","3459-10-1","Itaim Paulista","1","56955"
"3459-21","U__","3459-21-0","Term. Pq. D. Pedro Ii","0","56994"
"3459-23","U__","3459-23-0","Itaim Paulista","0","49193"
"3459-24","U__","3459-24-0","Term. Pq. D. Pedro Ii","0","56995"
"3462-10","USD","3462-10-0","Metrô Tatuapé","0","56248"
"3462-10","USD","3462-10-1","Vl. Santana","1","57690"
"3462-41","U__","3462-41-0","Metrô Tatuapé","0","56250"
"351F-10","USD","351F-10-0","Term. Vl. Carrão","0","53601"
"351F-10","USD","351F-10-1","Jaçanã","1","53602"
"352A-10","USD","352A-10-0","Term. São Mateus","0","63719"
"352A-10","USD","352A-10-1","Jd. Helena","1","63720"
"3539-10","USD","3539-10-0","Metrô Bresser","0","62009"
"3539-10","USD","3539-10-1","Cid. Tiradentes","1","58625"
"354M-10","USD","354M-10-0","Term. São Mateus","0","63126"
"354M-10","USD","354M-10-1","Term. São Miguel","1","63127"
"364A-10","USD","364A-10-0","Shop. Aricanduva","0","53342"
"364A-10","USD","364A-10-1","Hosp. Ipiranga","1","53343"
"3686-10","USD","3686-10-0","Term. Pq. D. Pedro Ii","0","59701"
"3686-10","USD","3686-10-1","Jd. São Paulo","1","59702"
"3712-10","USD","3712-10-0","Metrô Itaquera","0","63381"
"3712-10","USD","3712-10-1","Jd. São João","1","63989"
"3712-51","USD","3712-51-0","Metrô Itaquera","0","64702"
"3712-51","USD","3712-51-1","Vl. Cosmopolita","1","63992"
"3718-10","USD","3718-10-0","Nova America","0","59776"
"3721-10","USD","3721-10-0","Metrô Artur Alvim","0","59830"
"3721-10","USD","3721-10-1","Shop. Aricanduva","1","46251"
"3721-41","USD","3721-41-0","Metrô Itaquera","0","61401"
"3721-41","USD","3721-41-1","Shop. Aricanduva","1","61402"
"3722-10","USD","3722-10-0","Metrô Penha","0","62057"
"3722-10","USD","3722-10-1","Cohab José Bonifácio","1","59370"
"3725-10","USD","3725-10-0","Vl. Dalila","0","58137"
"3725-41","USD","3725-41-0","Vl. Aricanduva","0","63834"
"3728-10","USD","3728-10-0","Pq. Savoy City","0","61667"
"3728-41","US_","3728-41-0","Pq. Nova Savoy","0","61668"
"3729-10","USD","3729-10-0","Metrô Carrão","0","61325"
"3729-10","USD","3729-10-1","Shop. Aricanduva","1","58681"
"372F-10","US_","372F-10-0","Metrô Bresser","0","63910"
"372F-10","US_","372F-10-1","Univ. São Judas Tadeu","1","63911"
"372U-10","USD","372U-10-0","Metrô Tatuapé","0","47323"
"372U-10","USD","372U-10-1","Vl. Sta. Isabel","1","47324"
"3731-10","USD","3731-10-0","Metrô Vl. Matilde","0","63661"
"3731-10","USD","3731-10-1","Shop. Aricanduva","1","63662"
"3732-10","USD","3732-10-0","Metrô Itaquera","0","62858"
"3732-10","USD","3732-10-1","Cptm José Bonifácio","1","62046"
"3734-10","USD","3734-10-0","Metrô Artur Alvim","0","56018"
"3734-10","USD","3734-10-1","Cid. Lider","1","60014"
"3735-10","USD","3735-10-0","Jd. São João ","0","59835"
"3735-21","U__","3735-21-0","Jd. São João ","0","59474"
"3735-41","USD","3735-41-0","Metrô Artur Alvim","0","64996"
"3736-10","USD","3736-10-0","Metrô Artur Alvim","0","56019"
"3736-10","USD","3736-10-1","Jd. Nsa. Sra. Do Carmo","1","60777"
"3737-10","USD","3737-10-0","Metrô Guilhermina/esperança","0","63351"
"3737-10","USD","3737-10-1","Shop. Aricanduva","1","63352"
"3737-21","U__","3737-21-0","Metrô Guilhermina/esperança","0","62388"
"3737-31","USD","3737-31-0","Circular","0","63684"
"3738-10","USD","3738-10-0","Metrô Itaquera","0","62859"
"3738-10","USD","3738-10-1","Cohab Juscelino","1","62048"
"3739-10","USD","3739-10-0","Metrô Itaquera","0","62066"
"3739-10","USD","3739-10-1","Recanto Verde Sol","1","63408"
"3739-31","US_","3739-31-0","Centro De Itaquera","0","64030"
"373L-10","USD","373L-10-0","Metrô Itaquera","0","62060"
"373L-10","USD","373L-10-1","Jd. Limoeiro","1","59816"
"373M-10","USD","373M-10-0","Shop. Metrô Tatuapé","0","64619"
"373M-10","USD","373M-10-1","Jd. Guairacá","1","64620"
"373T-10","USD","373T-10-0","Metrô Bresser","0","56172"
"373T-10","USD","373T-10-1","Jd. Itápolis","1","56173"
"3741-10","USD","3741-10-0","Metrô Itaquera","0","62062"
"3741-10","USD","3741-10-1","Cptm D. Bosco","1","56581"
"3742-10","USD","3742-10-0","Metrô Itaquera","0","63411"
"3742-10","USD","3742-10-1","Jd. Laranjeira","1","63412"
"3743-10","USD","3743-10-0","Metrô Itaquera","0","62063"
"3743-10","USD","3743-10-1","São Mateus","1","56583"
"3745-10","USD","3745-10-0","Tatuapé","0","64720"
"3745-10","USD","3745-10-1","Jd. Imperador","1","63763"
"3746-10","USD","3746-10-0","Metrô Belém","0","57939"
"3746-10","USD","3746-10-1","Jd. Imperador","1","57933"
"3746-31","U__","3746-31-0","Metrô Belém","0","62297"
"3746-31","U__","3746-31-1","Jd. Imperador","1","62298"
"3749-10","USD","3749-10-0","Term. Vl. Carrão","0","62838"
"3749-10","USD","3749-10-1","Guaianazes","1","62024"
"374M-10","USD","374M-10-0","Metrô Itaquera","0","59424"
"374M-10","USD","374M-10-1","Cptm Ermelino Matarazzo","1","59425"
"374V-10","USD","374V-10-0","Metrô Itaquera","0","63396"
"374V-10","USD","374V-10-1","Jd. Santana","1","63397"
"3751-10","USD","3751-10-0","Metrô Itaquera","0","64871"
"3751-10","USD","3751-10-1","Cohab Prestes Maia","1","64872"
"3751-21","U__","3751-21-0","Metrô Itaquera","0","62865"
"3754-10","USD","3754-10-0","Metrô Itaquera","0","64246"
"3754-10","USD","3754-10-1","Inácio Monteiro","1","64247"
"3756-10","USD","3756-10-0","Metrô Itaquera ","0","63338"
"3756-10","USD","3756-10-1","Barro Branco","1","63339"
"3761-10","USD","3761-10-0","Metrô Carrão","0","46172"
"3761-10","USD","3761-10-1","3a. Divisão","1","59915"
"3762-10","USD","3762-10-0","Metrô Tatuapé","0","63881"
"3762-10","USD","3762-10-1","Jd. Iva","1","53119"
"3763-10","USD","3763-10-0","Metrô Tatuapé","0","60056"
"3763-10","USD","3763-10-1","Term. Vl. Carrão","1","60057"
"3766-10","USD","3766-10-0","Metrô Itaquera","0","64264"
"3766-10","USD","3766-10-1","Cohab Ii","1","64265"
"3768-10","USD","3768-10-0","Cptm José Bonifácio","0","51194"
"3768-10","USD","3768-10-1","Vl. Yolanda","1","60063"
"3773-10","USD","3773-10-0","Metrô Carrão","0","63755"
"3773-10","USD","3773-10-1","Res. Sta. Bárbara","1","63756"
"3778-10","USD","3778-10-0","Metrô Carrão","0","63346"
"3778-10","USD","3778-10-1","Jd. Sta. Terezinha","1","60059"
"3785-10","USD","3785-10-0","Metrô Itaquera","0","62070"
"3785-10","USD","3785-10-1","Cohab Barro Branco","1","59383"
"3787-10","USD","3787-10-0","Metrô Itaquera","0","63421"
"3787-10","USD","3787-10-1","Cid. Tiradentes","1","63422"
"3789-10","USD","3789-10-0","Metrô Itaquera","0","63912"
"3789-10","USD","3789-10-1","Cid. Tiradentes","1","63913"
"3791-10","USD","3791-10-0","Metrô Artur Alvim","0","60060"
"3791-10","USD","3791-10-1","Shop. Aricanduva","1","58682"
"3795-10","USD","3795-10-0","Metrô Itaquera","0","62068"
"3795-10","USD","3795-10-1","Jd. São Carlos","1","62069"
"3796-10","USD","3796-10-0","Metrô Itaquera","0","62289"
"3796-10","USD","3796-10-1","Gleba Do Pessego","1","62290"
"3901-10","USD","3901-10-0","Metrô Penha","0","60829"
"3901-10","USD","3901-10-1","Jd. Danfer","1","60830"
"3902-10","USD","3902-10-0","Cptm Guaianazes","0","63423"
"3902-10","USD","3902-10-1","Cptm Jd. Romano","1","63424"
"3903-10","US_","3903-10-0","Penha","0","55353"
"3903-10","US_","3903-10-1","Jd. Vl. Nova","1","55354"
"390E-10","USD","390E-10-0","Term. Pq. D. Pedro Ii","0","59707"
"390E-10","USD","390E-10-1","Term. Penha","1","59708"
"4001-10","USD","4001-10-0","Term. Vl. Carrão","0","61969"
"4001-10","USD","4001-10-1","Itaquera","1","61728"
"4002-10","USD","4002-10-0","Term. Vl. Carrão","0","62364"
"4002-10","USD","4002-10-1","Guaianazes","1","62023"
"4003-10","US_","4003-10-0","E.t. Itaquera","0","63809"
"4003-10","US_","4003-10-1","Inácio Monteiro","1","64386"
"4004-10","USD","4004-10-0","Barro Branco","0","54008"
"4005-10","USD","4005-10-0","Barro Branco","0","54010"
"4006-10","USD","4006-10-0","Circular","0","57355"
"4006-21","U__","4006-21-0","Circular","0","61155"
"4007-10","USD","4007-10-0","Term. Vl. Carrão","0","62015"
"4007-10","USD","4007-10-1","Cohab Juscelino","1","59377"
"4008-10","USD","4008-10-0","Term. Vl. Carrão","0","57468"
"4008-10","USD","4008-10-1","Jd. Cibele","1","57466"
"4010-10","US_","4010-10-0","Term. Vl. Carrão","0","63723"
"4010-10","US_","4010-10-1","Jd. Nsa. Sra. Do Carmo","1","63724"
"4011-10","USD","4011-10-0","Term. São Mateus","0","58473"
"4011-10","USD","4011-10-1","Jd. Limoeiro","1","58474"
"4012-10","USD","4012-10-0","Term. São Mateus","0","58477"
"4012-10","USD","4012-10-1","Jd. Iguatemi","1","63298"
"4013-10","USD","4013-10-0","Term. São Mateus","0","58471"
"4013-10","USD","4013-10-1","Jd. Sto. André","1","63299"
"4014-10","US_","4014-10-0","Term. Vl. Carrão","0","53972"
"4014-10","US_","4014-10-1","Jd. Vl. Carrão","1","53969"
"4015-10","US_","4015-10-0","Jd. Rodolfo Pirani","0","58466"
"4016-10","US_","4016-10-0","Jd. Rodolfo Pirani","0","58463"
"4017-10","USD","4017-10-0","Metalúrgicos","0","64362"
"4017-10","USD","4017-10-1","Vl. Yolanda","1","64363"
"4018-10","USD","4018-10-0","Term. São Mateus","0","64364"
"4018-10","USD","4018-10-1","Metalúrgicos","1","64365"
"4024-10","USD","4024-10-0","E.t. Itaquera","0","63305"
"4024-10","USD","4024-10-1","Cohab Fazenda Do Carmo","1","63306"
"4025-10","USD","4025-10-0","Metrô Tatuapé","0","63237"
"4025-10","USD","4025-10-1","Vl. Califórnia","1","63238"
"4027-10","USD","4027-10-0","Jd. Sto. André","0","62376"
"4027-10","USD","4027-10-1","Hosp. São Mateus","1","62377"
"4027-41","USD","4027-41-0","São Mateus","0","59873"
"4027-41","USD","4027-41-1","Morro Do Cruzeiro","1","59874"
"4028-10","USD","4028-10-0","Div. De Mauá","0","61798"
"4028-10","USD","4028-10-1","Hosp. São Mateus","1","61799"
"4029-10","USD","4029-10-0","Vl. Prudente","0","51329"
"4029-10","USD","4029-10-1","São Mateus","1","63895"
"4030-10","USD","4030-10-0","Shop. Aricanduva","0","64589"
"4030-10","USD","4030-10-1","Fazenda Da Juta","1","58446"
"4031-10","USD","4031-10-0","Metrô Tamanduateí","0","63971"
"4031-10","USD","4031-10-1","Pq. Sta. Madalena","1","63869"
"4032-10","USD","4032-10-0","Objetivo Unip","0","63888"
"4032-10","USD","4032-10-1","Vl. Das Mercês","1","63889"
"4033-10","USD","4033-10-0","Nova Conquista","0","63313"
"4033-10","USD","4033-10-1","Jd. Guairacá","1","63314"
"403A-10","USD","403A-10-0","Term. Penha","0","62017"
"403A-10","USD","403A-10-1","Cptm José Bonifácio","1","59381"
"4051-10","USD","4051-10-0","Cptm Guaianazes","0","60943"
"4051-10","USD","4051-10-1","Jd. São Paulo","1","60944"
"4052-10","USD","4052-10-0","Metrô Itaquera","0","58001"
"4052-10","USD","4052-10-1","Cptm Guaianazes","1","58002"
"4053-10","USD","4053-10-0","Cptm José Bonifácio","0","54023"
"4055-10","USD","4055-10-0","Vl. Solange","0","58809"
"4056-10","USD","4056-10-0","Term. São Mateus","0","60172"
"4056-10","USD","4056-10-1","Pq. Boa Esperança","1","60173"
"407A-10","US_","407A-10-0","Lgo. Da Concórdia","0","57650"
"407A-10","US_","407A-10-1","Shop. Aricanduva","1","57651"
"407E-10","USD","407E-10-0","Metrô Carrão","0","50784"
"407E-10","USD","407E-10-1","Jd. Sto. André","1","50785"
"407F-10","USD","407F-10-0","Metrô Belém","0","63425"
"407F-10","USD","407F-10-1","Term. São Mateus","1","63426"
"407G-10","USD","407G-10-0","Metrô Carrão","0","60574"
"407G-10","USD","407G-10-1","Jd. Nova Vitória","1","60932"
"407H-10","USD","407H-10-0","Metrô Itaquera","0","62014"
"407H-10","USD","407H-10-1","Jd. São Francisco","1","58623"
"407I-10","US_","407I-10-0","Metrô Bresser","0","63287"
"407I-10","US_","407I-10-1","Conj. Manoel Da Nóbrega","1","63288"
"407J-10","USD","407J-10-0","Metrô Tatuapé","0","62369"
"407J-10","USD","407J-10-1","Jd. Soares","1","62031"
"407K-10","US_","407K-10-0","Metrô Carrão","0","60671"
"407K-10","US_","407K-10-1","Term. São Mateus","1","60672"
"407L-10","USD","407L-10-0","Metrô Guilhermina/esperança","0","56625"
"407L-10","USD","407L-10-1","Barro Branco","1","56626"
"407M-10","US_","407M-10-0","Metrô Vl. Mariana","0","64550"
"407N-10","USD","407N-10-0","Metrô Penha","0","54128"
"407N-10","USD","407N-10-1","Term. Cid. Tiradentes","1","63830"
"407N-21","U__","407N-21-0","Metrô Penha","0","57777"
"407P-10","USD","407P-10-0","Metrô Tatuapé","0","63309"
"407P-10","USD","407P-10-1","Term. Cid. Tiradentes","1","63310"
"407R-10","USD","407R-10-0","Metrô Belém","0","53970"
"407R-10","USD","407R-10-1","Term. Vl. Carrão","1","53971"
"407T-10","USD","407T-10-0","Metrô Itaquera","0","64355"
"407T-10","USD","407T-10-1","Jd. Redil","1","64361"
"407W-10","U__","407W-10-0","Metrô Carrão","0","63771"
"407W-10","U__","407W-10-1","Jd. Iv Centenário","1","63772"
"407Y-10","U__","407Y-10-0","Metrô Vl. Prudente","0","64737"
"4085-10","USD","4085-10-0","Metrô Itaquera","0","62047"
"4085-10","USD","4085-10-1","Cohab Fazenda Do Carmo","1","59375"
"4086-10","USD","4086-10-0","Circular","0","59454"
"408A-10","USD","408A-10-0","Cardoso De Almeida","0","48007"
"408A-10","USD","408A-10-1","Machado De Assis","1","48006"
"4092-10","USD","4092-10-0","Setor Iib","0","61802"
"4093-10","USD","4093-10-0","Term. Cid. Tiradentes","0","59430"
"4093-10","USD","4093-10-1","Cid. Tiradentes","1","59431"
"4111-10","USD","4111-10-0","Pça. Da República","0","56166"
"4112-10","U__","4112-10-0","Pça. Da República","0","45025"
"4113-10","USD","4113-10-0","Pça. Da República","0","44331"
"4114-10","USD","4114-10-0","Term. Pq. D. Pedro Ii","0","57004"
"4114-10","USD","4114-10-1","Vl. Gumercindo","1","63015"
"4114-31","US_","4114-31-0","Term. Pq. D. Pedro Ii","0","57091"
"4114-31","US_","4114-31-1","Vl. Gumercindo","1","63016"
"4115-10","USD","4115-10-0","Pça. Da República","0","59000"
"414P-10","USD","414P-10-0","Term. Norte Metrô Carrão","0","61403"
"414P-10","USD","414P-10-1","Vl. Industrial","1","61404"
"4210-10","USD","4210-10-0","Term. Pq. D. Pedro Ii","0","56949"
"4210-10","USD","4210-10-1","Term. Cid. Tiradentes","1","62610"
"4221-10","USD","4221-10-0","Term. Pq. D. Pedro Ii","0","57059"
"4221-10","USD","4221-10-1","Jd. Planalto","1","57060"
"4222-10","US_","4222-10-0","Mooca","0","64402"
"425E-10","USD","425E-10-0","Term. Sapopemba","0","63595"
"425E-10","USD","425E-10-1","Jd. Ester","1","63596"
"4284-10","USD","4284-10-0","Vl. Prudente","0","51347"
"4286-10","US_","4286-10-0","Vl. Prudente","0","51428"
"4288-10","USD","4288-10-0","Term. Pq. D. Pedro Ii","0","59785"
"4288-10","USD","4288-10-1","Pq. Sta. Madalena","1","59786"
"4310-10","USD","4310-10-0","Term. Pq. D. Pedro Ii","0","63429"
"4310-10","USD","4310-10-1","E.t. Itaquera","1","63430"
"4310-21","U__","4310-21-0","Term. Pq. D. Pedro Ii","0","63213"
"4311-10","USD","4311-10-0","Term. Pq. D. Pedro Ii","0","60663"
"4311-10","USD","4311-10-1","Term. São Mateus","1","60664"
"4312-10","USD","4312-10-0","Term. Pq. D. Pedro Ii","0","59691"
"4312-10","USD","4312-10-1","Jd. Marília","1","59692"
"4313-10","USD","4313-10-0","Term. Pq. D. Pedro Ii","0","62899"
"4313-10","USD","4313-10-1","Term. Cid. Tiradentes","1","62900"
"4314-10","USD","4314-10-0","Term. Pq. D. Pedro Ii","0","62026"
"4314-10","USD","4314-10-1","Inácio Monteiro","1","60603"
"4315-10","USD","4315-10-0","Term. Pq. D. Pedro Ii","0","56951"
"4315-10","USD","4315-10-1","Term. Vl. Carrão","1","60604"
"4491-10","USD","4491-10-0","Term. Pq. D. Pedro Ii","0","57045"
"4491-10","USD","4491-10-1","Zoológico","1","57046"
"4706-10","USD","4706-10-0","Metrô Vl. Mariana","0","63601"
"4706-10","USD","4706-10-1","Jd. Maria Estela Ii","1","63602"
"4708-10","USD","4708-10-0","Metrô Vl. Mariana","0","53537"
"4708-10","USD","4708-10-1","Jd. Clímax","1","53538"
"4709-10","USD","4709-10-0","Metrô Vl. Mariana","0","51359"
"4709-10","USD","4709-10-1","Jd. São Savério","1","51360"
"4716-10","USD","4716-10-0","Metrô Sta. Cruz","0","63890"
"4716-10","USD","4716-10-1","Sacomã","1","63891"
"4717-10","USD","4717-10-0","Metrô Saúde","0","60000"
"4718-10","USD","4718-10-0","Metrô Sta. Cruz","0","62088"
"4721-10","USD","4721-10-0","Metrô Jabaquara","0","54653"
"4721-10","USD","4721-10-1","Shop. Plaza Sul","1","54654"
"4724-10","USD","4724-10-0","Vl. Nhocuné","0","59333"
"4725-10","USD","4725-10-0","Shop. Ibirapuera","0","53653"
"4726-10","USD","4726-10-0","Metrô Tatuapé","0","63239"
"4726-10","USD","4726-10-1","Mooca","1","63240"
"4726-31","U__","4726-31-0","Metrô Tatuapé","0","56163"
"4727-10","USD","4727-10-0","Metrô Pça. Da áRvore","0","51459"
"4727-10","USD","4727-10-1","Jd. Clímax","1","51460"
"4729-10","USD","4729-10-0","Metrô Belém","0","63231"
"4729-10","USD","4729-10-1","Pq. Bancário","1","63304"
"4732-10","USD","4732-10-0","Metrô Saúde","0","63603"
"4732-10","USD","4732-10-1","Vl. Liviero","1","63604"
"4732-31","USD","4732-31-0","Metrô Saúde","0","60050"
"4732-31","USD","4732-31-1","Vl. Liviero","1","60051"
"4734-10","USD","4734-10-0","Metrô Saúde","0","57367"
"4734-10","USD","4734-10-1","Vl. Moraes","1","63033"
"4734-21","U__","4734-21-0","Metrô Saúde","0","64885"
"4735-10","US_","4735-10-0","Metrô Carrão","0","58090"
"4735-10","US_","4735-10-1","Jd. Vera Cruz ","1","54586"
"4742-10","USD","4742-10-0","Metrô São Judas","0","53671"
"475M-10","USD","475M-10-0","Term. Amaral Gurgel","0","59600"
"475M-10","USD","475M-10-1","Jd. Da Saúde","1","59601"
"475R-10","USD","475R-10-0","Term. Pq. D. Pedro Ii","0","63273"
"475R-10","USD","475R-10-1","Jd. São Savério","1","61907"
"475R-21","U__","475R-21-0","Metrô Saúde","0","62092"
"476A-10","USD","476A-10-0","Term. Sto. Amaro","0","64848"
"476A-10","USD","476A-10-1","Ipiranga","1","63392"
"476G-10","USD","476G-10-0","Ibirapuera","0","60912"
"476G-10","USD","476G-10-1","Jd. Elba","1","64718"
"476G-41","USD","476G-41-0","Metrô Ana Rosa","0","55239"
